TIF Number,TIF District,Report Year,Vendor Name,Vendor Service,Payment
T-102,Montclare,2017,"Montclare Senior Residences Phase I, LP",Development,60496.19
T-055,43rd/Cottage Grove,2018,Hearts United III LP,Development,54374.01
T-094,Chicago/Kingsbury,2018,Chicago Park District,Development,52954.54
T-119,Lakefront,2017,Lake Park Crescent LP,Development,52047.63
T-055,43rd/Cottage Grove,2017,Hearts United III LP,Development,49588.72
T-109,Lawrence/Broadway,2017,Leland Limited Partnership,Development,46928.5
T-126,Madden/Wells,2017,Madden Wells Phase 1A,Development,45149.87
T-061,Bronzeville,2018,Pershing & State LP,Development,41185.07
T-060,71st/Stony Island,2017,Montclare Senior Residences of Avalon Park Phase I LLC,Development,40650
T-052,Kinzie Industrial Corridor,2017,Erie Cooperative Ltd.,Development,39579.49
T-052,Kinzie Industrial Corridor,2018,Erie Cooperative Ltd.,Development,38882.2
T-085,Western Avenue South,2018,North Center Senior,Development,36141.06
T-085,Western Avenue South,2017,North Center Senior Housing LP,Development,31487.01
T-061,Bronzeville,2017,Pershing & State LP,Development,29510.63
T-121,47th/Halsted,2018,Chicago Board of Education,Development,24929.31
T-055,43rd/Cottage Grove,2017,Hearts United LP,Development,22169.92
T-143,63rd/Ashland,2018,Chicago Board of Education,Development,18474.13
T-109,Lawrence/Broadway,2018,Leland Limited Partner,Development,17447.3
T-075,Madison/Austin Corridor,2018,Zions Bank,Financing,27406062.5
T-115,Chicago/Central Park,2018,Zions Bank,Financing,27322395.83
T-097,51st/Archer,2018,Zions Bank,Financing,17486333.33
T-077,Lincoln Avenue,2018,Zions Bank,Financing,16879750
T-095,Midwest,2018,Zions Bank,Financing,15807770.83
T-115,Chicago/Central Park,2017,Zions Bank,Financing,9293333.34
T-060,71st/Stony Island,2018,Zions Bank,Financing,8277000
T-060,71st/Stony Island,2017,Zions Bank,Financing,7854854.17
T-087,Fullerton/Milwaukee,2017,Zions Bank,Financing,6056020.83
T-086,Central West,2017,Zions Bank,Financing,5614583.33
T-075,Madison/Austin Corridor,2017,Zions Bank,Financing,5608625
T-097,51st/Archer,2017,Zions Bank,Financing,4961229.17
T-115,Chicago/Central Park,2018,Amalgamated Bank of Chicago,Financing,4848830.1
T-115,Chicago/Central Park,2017,Amalgamated Bank of Chicago,Financing,4774430.1
T-053,Pilsen Industrial Corridor,2017,Amalgamated Bank of Chicago,Financing,4588585.71
T-053,Pilsen Industrial Corridor,2018,Amalgamated Bank of Chicago,Financing,4580012.23
T-023,Goose Island,2018,Amalgamated Bank of Chicago,Financing,4548341.25
T-088,Lawrence/Kedzie,2018,Zions Bank,Financing,3952750
T-095,Midwest,2017,Zions Bank,Financing,3889916.67
T-088,Lawrence/Kedzie,2017,Zions Bank,Financing,3889041.67
T-071,Galewood/Armitage Industrial,2017,Zions Bank,Financing,3749239.58
T-071,Galewood/Armitage Industrial,2018,Amalgamated Bank of Chicago,Financing,3693494.9
T-071,Galewood/Armitage Industrial,2017,Amalgamated Bank of Chicago,Financing,3565694.9
T-077,Lincoln Avenue,2017,Zions Bank,Financing,2889500
T-087,Fullerton/Milwaukee,2018,Amalgamated Bank of Chicago,Financing,2659063.8
T-087,Fullerton/Milwaukee,2017,Amalgamated Bank of Chicago,Financing,2572863.8
T-023,Goose Island,2017,Amalgamated Bank of Chicago,Financing,2473790
T-117,47th/Ashland,2017,Amalgamated Bank of Chicago,Financing,1824902.1
T-146,Touhy/Western,2018,Amalgamated Bank of Chicago,Financing,1751333.6
T-146,Touhy/Western,2017,Amalgamated Bank of Chicago,Financing,1708333.6
T-117,47th/Ashland,2018,Amalgamated Bank of Chicago,Financing,1680102.1
T-097,51st/Archer,2018,Amalgamated Bank of Chicago,Financing,1030694.9
T-097,51st/Archer,2017,Amalgamated Bank of Chicago,Financing,982094.9
T-028,Lincoln/Belmont/Ashland,2017,J P Morgan Chase,Financing,763000
T-146,Touhy/Western,2018,Zions Bank,Financing,692973.96
T-146,Touhy/Western,2017,Zions Bank,Financing,683351.04
T-052,Kinzie Industrial Corridor,2017,Mintex Inc.,Job Training,260319.91
T-156,Austin Commercial,2017,CLN Enterprises,Job Training,210047.58
T-052,Kinzie Industrial Corridor,2018,Mintex Inc.,Job Training,162273.13
T-166,North Pullman,2017,People Against Dirty Manufacturing,Job Training,153185
T-115,Chicago/Central Park,2018,ABT Youth Employment,Job Training,137946.85
T-115,Chicago/Central Park,2017,ABT Youth Employment,Job Training,96570
T-066,Greater Southwest Industrial (East),2018,St. Augustine College,Job Training,73564
T-082,Belmont/Cicero,2018,St. Augustine College,Job Training,71682.47
T-052,Kinzie Industrial Corridor,2017,Stock Manufacturing,Job Training,63081.99
T-101,Jefferson/Roosevelt,2017,Apparel Industry Board Inc.,Job Training,58555.11
T-053,Pilsen Industrial Corridor,2018,Gourmet Gorilla,Job Training,55506.85
T-033,North Branch North,2017,Rebuilding Exchange,Job Training,52668.35
T-013,Bryn Mawr/Broadway,2018,Frank Cooper Insurance,Job Training,52142.2
T-058,Portage Park,2017,Midwest Screw Products,Job Training,44026
T-071,Galewood/Armitage Industrial,2018,St. Augustine's College,Job Training,43588.5
T-033,North Branch North,2018,Rebuilding Exchange,Job Training,43280.2
T-048,Western/Ogden,2017,Institute of Health & Human Performance,Job Training,40644
T-060,71st/Stony Island,2017,TLS Global Consulting,Job Training,39865
T-156,Austin Commercial,2018,CLN Enterprises,Job Training,37161.42
T-052,Kinzie Industrial Corridor,2018,SMH2 Mfg.,Job Training,31835.19
T-055,43rd/Cottage Grove,2017,TLS Global Consulting,Job Training,28480.4
T-095,Midwest,2018,St. Augustine College,Job Training,28404.05
T-034,North Branch South,2017,Howe Corp.,Job Training,27855
T-128,Commercial Avenue,2017,Calumet Area Industrial Development Commission,Job Training,24400.96
T-064,Northwest Industrial Corridor,2017,Mighty Hook Inc.,Job Training,23600
T-052,Kinzie Industrial Corridor,2018,Romaine Empire,Job Training,23210
T-128,Commercial Avenue,2017,Institute of Health & Human Performance Inc.,Job Training,22400
T-036,Read/Dunning,2017,Institute of Health & Human Performance Inc.,Job Training,20380.36
T-121,47th/Halsted,2017,Chicago Ornamental Iron,Job Training,19670
T-038,Roosevelt/Cicero Industrial Corridor,2017,Industrial Fence Inc.,Job Training,18240.9
T-161,Ogden/Pulaski,2018,Inner City Muslim Action,Job Training,16210.36
T-023,Goose Island,2018,LM3 Tech,Job Training,15891.26
T-076,Devon/Western,2017,Ease the Day,Job Training,14319
T-053,Pilsen Industrial Corridor,2017,Gourmet Gorilla,Job Training,14000
T-064,Northwest Industrial Corridor,2018,Mighty Hook Inc.,Job Training,12000
T-091,Peterson/Pulaski,2018,Peterson-Pulaski Bus. Ind. Council,Job Training,11761.63
T-048,Western/Ogden,2017,Lawndale Business Renaissance Assn,Job Training,11500
T-121,47th/Halsted,2018,Chicago Ornamental Iron,Job Training,10364.62
T-104,River West,2018,Neal & Leroy,Professional Service,233227.86
T-034,North Branch South,2017,Tetra Tech EM,Professional Service,196299.88
T-005,60th/Western,2017,Patrick Engineering,Professional Service,185294.22
T-121,47th/Halsted,2017,Patrick Engineering,Professional Service,151710.55
T-061,Bronzeville,2017,S.B. Friedman & Co.,Professional Service,149451.75
T-023,Goose Island,2017,Tetra Tech EM,Professional Service,136523.47
T-033,North Branch North,2017,Tetra Tech EM,Professional Service,136523.47
T-053,Pilsen Industrial Corridor,2018,Urban Land Institute,Professional Service,135000
T-098,63rd/Pulaski,2018,Neighborhood Business Development Center,Professional Service,134142
T-143,63rd/Ashland,2017,Patrick Engineering,Professional Service,106275.48
T-117,47th/Ashland,2017,Patrick Engineering,Professional Service,104477.52
T-139,Ravenswood Corridor,2018,AECOM Technical Service,Professional Service,99900
T-104,River West,2017,Neal & Leroy,Professional Service,95540.12
T-088,Lawrence/Kedzie,2018,Teska Associates,Professional Service,88062.39
T-143,63rd/Ashland,2017,Teska Associates,Professional Service,86414.05
T-121,47th/Halsted,2017,Teska Associates,Professional Service,77347.51
T-052,Kinzie Industrial Corridor,2018,AECOM Technical Services,Professional Service,70560
T-023,Goose Island,2018,Kaplan Kirsch & Rockwell,Professional Service,68504.64
T-029,Michigan/Cermak,2018,Neal & Leroy,Professional Service,64378.96
T-061,Bronzeville,2018,S.B. Friedman & Co.,Professional Service,51473.25
T-094,Chicago/Kingsbury,2017,Tetra Tech,Professional Service,49499.93
T-052,Kinzie Industrial Corridor,2017,West Humboldt Park Family & Community Dev.,Professional Service,49096
T-045,Stockyards Southeast Quadrant Industrial,2017,Ernest R. Sawyer Enterprises,Professional Service,45873.48
T-030,Near North,2017,Tetra Tech EM,Professional Service,44455.56
T-174,67th/Wentworth,2018,Chatham Business Association,Professional Service,40000
T-076,Devon/Western,2017,Rogers Park Business Alliance,Professional Service,38100
T-095,Midwest,2018,S.B. Friedman & Co.,Professional Service,32789.44
T-034,North Branch South,2018,Tetra Tech EM,Professional Service,29785.86
T-053,Pilsen Industrial Corridor,2018,John McDonough,Professional Service,29446.5
T-038,Roosevelt/Cicero Industrial Corridor,2017,Lawndale Business Renaissance Association,Professional Service,28064.19
T-064,Northwest Industrial Corridor,2018,Greater Northwest Chicago Development Corp,Professional Service,27036.05
T-030,Near North,2018,Tetra Tech EM,Professional Service,26870.97
T-023,Goose Island,2018,Tetra Tech EM,Professional Service,26784.2
T-033,North Branch North,2018,Tetra Tech EM,Professional Service,26784
T-094,Chicago/Kingsbury,2018,Tetra Tech EM,Professional Service,26726.6
T-157,Hollywood/Sheridan,2017,Edgewater Chamber of Commerce,Professional Service,26548
T-112,79th/Southwest Highway,2018,Neighborhood Business Development Center,Professional Service,25600
T-074,Clark/Ridge,2017,Rogers Park Business Alliance,Professional Service,25400
T-116,Lawrence/Pulaski,2018,Neighborhood Business Development Center,Professional Service,25250
T-142,Western/Rock Island,2017,Morgan Park Beverly Hills Business Assn,Professional Service,25120
T-086,Central West,2018,S.B. Friedman & Co.,Professional Service,23264.81
T-104,River West,2017,Tetra Tech EM,Professional Service,23146.53
T-113,Roseland/Michigan,2018,Neighborhood Business Development Center,Professional Service,22300
T-034,North Branch South,2017,Applied Real Estate Analysis,Professional Service,22250.59
T-023,Goose Island,2017,Applied Real Estate Analysis,Professional Service,22250.58
T-033,North Branch North,2017,Applied Real Estate Analysis,Professional Service,22250.28
T-088,Lawrence/Kedzie,2018,Neighborhood Business Development Center,Professional Service,22250
T-053,Pilsen Industrial Corridor,2017,Dynasty Group Inc.,Professional Service,21200
T-077,Lincoln Avenue,2018,Neighborhood Business Development Center,Professional Service,20000
T-106,Englewood Neighborhood,2018,Greater Englewood Community Development Corp.,Professional Service,20000
T-123,Avalon Park/South Shore,2018,The Far South Community Development Corp.,Professional Service,20000
T-176,107th/Halsted,2018,The Far South Community Development Corp.,Professional Service,20000
T-117,47th/Ashland,2017,Back of the Yards Neighborhood Council,Professional Service,20000
T-176,107th/Halsted,2017,The Far South Community Development Corp.,Professional Service,19970
T-106,Englewood Neighborhood,2017,Greater Englewood Community Development Corp.,Professional Service,19940.72
T-070,Clark/Montrose,2018,Neighborhood Business Development Center,Professional Service,19550
T-156,Austin Commercial,2017,Austin African American Business Networking Assn.,Professional Service,19400
T-052,Kinzie Industrial Corridor,2018,Industrial Council of Nearwest Chicago,Professional Service,18980.77
T-053,Pilsen Industrial Corridor,2018,Eighteenth Street Development Corporation,Professional Service,18456.1
T-105,53rd Street,2018,Neighborhood Business Development Center,Professional Service,18150
T-066,Greater Southwest Industrial (East),2018,Neighborhod Business Development Center,Professional Service,18000
T-092,Greater Southwest Industrial (West),2018,Neighborhood Business Development Center,Professional Service,17300
T-053,Pilsen Industrial Corridor,2018,Neighborhood Business Development Center,Professional Service,15900
T-057,Jefferson Park,2017,Gladstone Park Chamber of Commerce,Professional Service,15457
T-088,Lawrence/Kedzie,2017,North River Commission,Professional Service,15105
T-009,95th/Western,2017,95th Street Beverly Hills Business Association,Professional Service,14130
T-053,Pilsen Industrial Corridor,2018,Burke Burns & Pinelli,Professional Service,13493.6
T-053,Pilsen Industrial Corridor,2018,AECOM Technical Services,Professional Service,12815
T-043,Stockyards Annex,2017,Back of the Yards Neighborhood Council,Professional Service,12528.22
T-055,43rd/Cottage Grove,2018,Quad Communities Development Corp.,Professional Service,12000
T-055,43rd/Cottage Grove,2017,Quad Communities Development Corp.,Professional Service,12000
T-109,Lawrence/Broadway,2017,Business Partners The Chamber for Uptown,Professional Service,11968
T-110,Wilson Yard,2017,Business Partners The Chamber for Uptown,Professional Service,11968
T-053,Pilsen Industrial Corridor,2017,Eighteenth Street Development Corporation,Professional Service,11896.96
T-103,Lake Calumet Area Industrial,2018,Calumet Area Industrial Commission,Professional Service,11743.03
T-066,Greater Southwest Industrial (East),2018,Greater Southwest Development Corp.,Professional Service,11189.94
T-043,Stockyards Annex,2018,Back of the Yards Neighborhood Council,Professional Service,11047.04
T-052,Kinzie Industrial Corridor,2017,Industrial Council of Nearwest Chicago,Professional Service,10428
T-064,Northwest Industrial Corridor,2017,Northwest Connection Chamber of Commerce,Professional Service,10101
T-109,Lawrence/Broadway,2018,Neighborhood Business Development Center,Professional Service,10100
T-123,Avalon Park/South Shore,2017,The Far South Community Development Corp.,Professional Service,10000
T-021,Englewood Mall,2017,Industrial Fence,Property Assembly,29298.22
T-121,47th/Halsted,2017,Cook County Collector,Property Assembly,23455.95
T-088,Lawrence/Kedzie,2017,Kenny Construction,Public Improvement,9275661
T-086,Central West,2017,Chicago Transit Authority,Public Improvement,8947209
T-052,Kinzie Industrial Corridor,2018,Capitol Cement,Public Improvement,8190014.69
T-147,LaSalle Central,2017,Chicago Transit Authority,Public Improvement,8047754
T-086,Central West,2018,Chicago Transit Authority,Public Improvement,7329090
T-147,LaSalle Central,2017,Leopardo Companies,Public Improvement,6426862.06
T-052,Kinzie Industrial Corridor,2018,Chicago Department of Water Management,Public Improvement,4472577
T-094,Chicago/Kingsbury,2018,FH Paschen SN Nielsen & Associates,Public Improvement,4253914.99
T-036,Read/Dunning,2018,Public Building Commission,Public Improvement,4100000
T-085,Western Avenue South,2017,FH Paschen/SN Nielsen,Public Improvement,3355146.16
T-147,LaSalle Central,2018,Leopardo Companies,Public Improvement,3350967.03
T-030,Near North,2018,Chicago Department of Transportation,Public Improvement,3340528.91
T-150,Addison South,2017,F H Paschen S N Nielsen,Public Improvement,2896550.36
T-147,LaSalle Central,2017,FH Paschen/SN Nielsen,Public Improvement,2648835.64
T-052,Kinzie Industrial Corridor,2018,Perkins & Will,Public Improvement,2555989.08
T-052,Kinzie Industrial Corridor,2018,Sumit Construction,Public Improvement,2420134.26
T-001,35th/Halsted,2017,Acura Inc.,Public Improvement,2389847.64
T-086,Central West,2017,J P Morgan Chase Bank,Public Improvement,2355000
T-059,Calumet/Cermak,2018,Metropolitan Pier & Expo Authority,Public Improvement,2216564.16
T-052,Kinzie Industrial Corridor,2017,Sumit Construction,Public Improvement,2138694.94
T-109,Lawrence/Broadway,2017,Acura Inc.,Public Improvement,1999537.34
T-084,Western Avenue North,2017,Leopardo Companies,Public Improvement,1941228.8
T-147,LaSalle Central,2017,Kenny Construction,Public Improvement,1919682.7
T-147,LaSalle Central,2018,Chicago Transit Authority,Public Improvement,1909122
T-107,Division/Homan,2017,Chicago Department of Transportation,Public Improvement,1766400
T-001,35th/Halsted,2017,McDonagh Demolition Inc.,Public Improvement,1705097.23
T-037,River South,2018,Sumit Construction,Public Improvement,1557940.87
T-053,Pilsen Industrial Corridor,2017,Friedler Construction,Public Improvement,1501655.51
T-116,Lawrence/Pulaski,2017,Kenny Construction,Public Improvement,1400000
T-052,Kinzie Industrial Corridor,2018,Chicago Department of Transportation,Public Improvement,1371049.03
T-076,Devon/Western,2017,Capitol Cement,Public Improvement,1335909.84
T-037,River South,2018,Knight E/A Inc.,Public Improvement,1334100.95
T-086,Central West,2017,Sumit Construction Co.,Public Improvement,1294855.23
T-121,47th/Halsted,2017,Paschen Divane JV,Public Improvement,1285341.01
T-147,LaSalle Central,2018,Chicago Department of Transportation,Public Improvement,1196284.5
T-147,LaSalle Central,2017,Benchmark Construction,Public Improvement,1177120.03
T-084,Western Avenue North,2018,Paschen Divane JV,Public Improvement,1138761.11
T-103,Lake Calumet Area Industrial,2018,FH Paschen SN Nielsen & Assoc. LLC,Public Improvement,1077484.16
T-052,Kinzie Industrial Corridor,2018,Knight E/A,Public Improvement,1051599.31
T-086,Central West,2018,Sumit Construction Co.,Public Improvement,1044639.45
T-147,LaSalle Central,2017,Munster Steel,Public Improvement,1036976.41
T-147,LaSalle Central,2018,Southwest Industries,Public Improvement,1012083.72
T-167,Avondale,2018,Capitol Cement,Public Improvement,991103.89
T-055,43rd/Cottage Grove,2017,Leopardo Companies Inc.,Public Improvement,967168.28
T-106,Englewood Neighborhood,2018,Paschen Divane JV,Public Improvement,956013.06
T-106,Englewood Neighborhood,2017,Paschen Divane JV,Public Improvement,932953.8
T-064,Northwest Industrial Corridor,2018,John Burns Construction,Public Improvement,886381.59
T-075,Madison/Austin Corridor,2018,FH Paschen/SN Nielsen & Associates,Public Improvement,839481.14
T-037,River South,2017,Capitol Cement,Public Improvement,835920.97
T-109,Lawrence/Broadway,2018,Acura Inc.,Public Improvement,825058.16
T-095,Midwest,2017,John Burns Construction,Public Improvement,817937.53
T-036,Read/Dunning,2017,MQ Sewer & Water Contractors,Public Improvement,815875.48
T-105,53rd Street,2017,Paschen Divane JV,Public Improvement,734985.85
T-093,South Chicago,2018,G&V Construction,Public Improvement,725368
T-095,Midwest,2018,Aldridge Electric,Public Improvement,713044.98
T-055,43rd/Cottage Grove,2017,Paschen Divane JV,Public Improvement,694701.45
T-052,Kinzie Industrial Corridor,2017,Commonwealth Edison,Public Improvement,692004
T-063,Canal/Congress,2018,Alfred Benesch & Co.,Public Improvement,687246.76
T-106,Englewood Neighborhood,2018,FH Paschen SN Nielsen & Associates,Public Improvement,643712.66
T-001,35th/Halsted,2018,Chicago Department of Transportation,Public Improvement,641014.18
T-064,Northwest Industrial Corridor,2018,Bigane Paving Co.,Public Improvement,596726.45
T-028,Lincoln/Belmont/Ashland,2018,Aldridge Electric,Public Improvement,572972.05
T-084,Western Avenue North,2018,FH Paschen/SN Nielsen & Associates,Public Improvement,556567.53
T-030,Near North,2017,Leopardo Companies,Public Improvement,553021.63
T-001,35th/Halsted,2017,Paschen Divane JV,Public Improvement,550719.97
T-143,63rd/Ashland,2018,Seven D Construction,Public Improvement,513824.1
T-037,River South,2017,Knight E/A Inc.,Public Improvement,512808.82
T-052,Kinzie Industrial Corridor,2017,Jacobs Engineering Group,Public Improvement,504306.71
T-086,Central West,2017,Ogden Avenue Materials,Public Improvement,474272.99
T-071,Galewood/Armitage Industrial,2017,Leopardo Companies,Public Improvement,458923.23
T-095,Midwest,2017,Paschen Divane JV,Public Improvement,458808.96
T-084,Western Avenue North,2017,Paschen Divane JV,Public Improvement,440169.37
T-101,Jefferson/Roosevelt,2017,Paschen Divane JV,Public Improvement,431170.41
T-093,South Chicago,2017,Munster Steel,Public Improvement,430388.48
T-086,Central West,2017,Leopardo Companies,Public Improvement,428847.54
T-063,Canal/Congress,2017,Capitol Cement,Public Improvement,426885.07
T-107,Division/Homan,2018,Capitol Cement,Public Improvement,424966
T-086,Central West,2017,Anchor Mechanical,Public Improvement,422042.39
T-112,79th/Southwest Highway,2017,Ogden Avenue Materials,Public Improvement,420113
T-052,Kinzie Industrial Corridor,2017,Chicago Department of Transportation,Public Improvement,417431.51
T-111,105th/Vincennes,2018,Leopardo Companies,Public Improvement,400000
T-084,Western Avenue North,2017,Sumit Construction Co.,Public Improvement,396311.41
T-084,Western Avenue North,2017,Kenny Construction,Public Improvement,378232.82
T-048,Western/Ogden,2018,FH Paschen SN Nielsen & Associates,Public Improvement,374036.25
T-082,Belmont/Cicero,2017,Paschen Divane JV,Public Improvement,372873.53
T-030,Near North,2018,Paschen Divane JV,Public Improvement,371546.93
T-052,Kinzie Industrial Corridor,2018,AECOM Technical Services,Public Improvement,355403.88
T-091,Peterson/Pulaski,2018,Chicago Department of Transportation,Public Improvement,341563.9
T-076,Devon/Western,2017,Sumit Construction,Public Improvement,338456.83
T-147,LaSalle Central,2017,Capitol Cement Co.,Public Improvement,336645.33
T-127,87th/Cottage Grove,2018,John Burns Construction,Public Improvement,333690.09
T-037,River South,2017,Paschen Divane JV,Public Improvement,324788.22
T-095,Midwest,2018,John Burns Construction,Public Improvement,322780.23
T-115,Chicago/Central Park,2017,Ogden Avenue Materials,Public Improvement,322141
T-037,River South,2018,AECOM Technical Service,Public Improvement,319338.79
T-054,Stony Island Commercial/Burnside Industrial,2018,BSD Industries,Public Improvement,315490.84
T-121,47th/Halsted,2018,FH Paschen SN Nielsen & Associates,Public Improvement,315416.51
T-010,126th/Torrence,2017,F H Paschen S N Nielsen,Public Improvement,314129.93
T-037,River South,2018,Chicago Department of Transportation,Public Improvement,312736.66
T-094,Chicago/Kingsbury,2018,Alfred Benesch & Co.,Public Improvement,310513.97
T-052,Kinzie Industrial Corridor,2018,Jacobs Engineering Group,Public Improvement,309159.66
T-055,43rd/Cottage Grove,2018,Paschen Divane JV,Public Improvement,304626.1
T-104,River West,2017,Acura Inc.,Public Improvement,301467.93
T-095,Midwest,2018,Globetrotters Engineering,Public Improvement,293270.64
T-076,Devon/Western,2017,AECOM Technical Service,Public Improvement,292657
T-052,Kinzie Industrial Corridor,2017,AECOM Technical Services,Public Improvement,291707.79
T-053,Pilsen Industrial Corridor,2017,Aldridge Electric,Public Improvement,290301.16
T-127,87th/Cottage Grove,2017,John Burns Construction,Public Improvement,287483.16
T-037,River South,2018,Michael Baker Jr. Inc,Public Improvement,282535
T-094,Chicago/Kingsbury,2017,TY Lin International,Public Improvement,281925.86
T-121,47th/Halsted,2017,Ogden Avenue Materials,Public Improvement,280745
T-029,Michigan/Cermak,2017,FH Paschen/SN Nielsen & Associates,Public Improvement,278253.92
T-086,Central West,2017,AECOM Technical Service,Public Improvement,275744.9
T-107,Division/Homan,2017,Capitol Cement,Public Improvement,274955.5
T-063,Canal/Congress,2017,Amtrak,Public Improvement,273292.74
T-103,Lake Calumet Area Industrial,2017,FH Paschen/SN Nielsen & Assoc. LLC,Public Improvement,269005.96
T-053,Pilsen Industrial Corridor,2018,CNECT LLC,Public Improvement,268297.93
T-061,Bronzeville,2017,Seven-D Construction Co.,Public Improvement,266655.1
T-033,North Branch North,2018,WSP USA Inc.,Public Improvement,262551.98
T-054,Stony Island Commercial/Burnside Industrial,2018,Seven D Construction,Public Improvement,260974.03
T-094,Chicago/Kingsbury,2018,Mr. David's Flooring,Public Improvement,260813.66
T-055,43rd/Cottage Grove,2018,Central Lawn Sprinklers,Public Improvement,256900.75
T-095,Midwest,2018,Chicago Department of Transportation,Public Improvement,253589.65
T-030,Near North,2018,Leopardo Companies,Public Improvement,252677.82
T-179,Diversey/Chicago River,2018,Leopardo Companies,Public Improvement,250000
T-143,63rd/Ashland,2018,John Burns Construction,Public Improvement,248719.1
T-084,Western Avenue North,2017,McDonagh Demolition,Public Improvement,243569.9
T-037,River South,2017,Palm Electric,Public Improvement,240840.71
T-063,Canal/Congress,2018,Capitol Cement,Public Improvement,236378.54
T-053,Pilsen Industrial Corridor,2017,AECOM Technical Services,Public Improvement,236373.16
T-122,Drexel Boulevard,2018,Central Lawn Sprinklers,Public Improvement,232538.25
T-033,North Branch North,2018,Chicago Department of Transportation,Public Improvement,232082.86
T-106,Englewood Neighborhood,2018,Kenny Construction,Public Improvement,231533.17
T-037,River South,2018,Comcast,Public Improvement,230321.97
T-048,Western/Ogden,2018,Seven-D Construction,Public Improvement,227658.02
T-053,Pilsen Industrial Corridor,2018,Acura Inc.,Public Improvement,227004.7
T-001,35th/Halsted,2018,FH Paschen SN Nielsen & Associates,Public Improvement,220161.25
T-147,LaSalle Central,2017,Paschen Divane JV,Public Improvement,218171.93
T-036,Read/Dunning,2018,Kenny Construction,Public Improvement,215071
T-104,River West,2017,AECOM Technical Services,Public Improvement,214541.49
T-086,Central West,2017,CNECT LLC,Public Improvement,204132.63
T-030,Near North,2017,Anchor Mechanical,Public Improvement,203890.72
T-052,Kinzie Industrial Corridor,2017,Transystems Corp.,Public Improvement,200004.21
T-082,Belmont/Cicero,2018,FH Paschen SN Nielsen & Associates,Public Improvement,200000
T-053,Pilsen Industrial Corridor,2017,Acura Inc.,Public Improvement,198682.98
T-104,River West,2017,Capitol Cement,Public Improvement,198227.2
T-034,North Branch South,2017,Eagle Painting,Public Improvement,197727
T-001,35th/Halsted,2018,Acura Inc.,Public Improvement,186903.87
T-063,Canal/Congress,2018,Amtrak,Public Improvement,186562.92
T-117,47th/Ashland,2018,Capitol Cement,Public Improvement,183450.89
T-156,Austin Commercial,2018,Paschen Divane JV,Public Improvement,183008.78
T-084,Western Avenue North,2018,Sumit Construction,Public Improvement,182845.06
T-128,Commercial Avenue,2018,Chicago Department of Transportation,Public Improvement,182403.48
T-053,Pilsen Industrial Corridor,2018,Leopardo Companies,Public Improvement,181732.62
T-147,LaSalle Central,2017,US Department of Transportation,Public Improvement,180000
T-052,Kinzie Industrial Corridor,2018,Chicago Department of Fleet & Facilities Mgt.,Public Improvement,178455.31
T-094,Chicago/Kingsbury,2018,Munster Steel,Public Improvement,177830.62
T-037,River South,2017,Stanley Consulting,Public Improvement,176241.72
T-101,Jefferson/Roosevelt,2018,Sumit Construction,Public Improvement,176046.7
T-053,Pilsen Industrial Corridor,2017,Sumit Construction,Public Improvement,174615.88
T-106,Englewood Neighborhood,2018,Chicago Department of Transportation,Public Improvement,172934.09
T-052,Kinzie Industrial Corridor,2018,Transystems Corp.,Public Improvement,168549.39
T-037,River South,2017,Chicago Department of Transportation,Public Improvement,167651.54
T-103,Lake Calumet Area Industrial,2018,G & V Construction,Public Improvement,166550.31
T-048,Western/Ogden,2018,Sumit Construction Co.,Public Improvement,164767.88
T-122,Drexel Boulevard,2018,Seven-D Construction,Public Improvement,163438.19
T-001,35th/Halsted,2018,AECOM Technical Service,Public Improvement,163337.63
T-112,79th/Southwest Highway,2017,Chicago Department of Transportation,Public Improvement,163145
T-061,Bronzeville,2018,CNECT LLC,Public Improvement,162000
T-086,Central West,2017,Paschen Divane JV,Public Improvement,161935.42
T-001,35th/Halsted,2017,AECOM Technical Service,Public Improvement,161505.66
T-009,95th/Western,2017,Sumit Construction Co. Inc.,Public Improvement,157985.03
T-052,Kinzie Industrial Corridor,2017,Public Building Commission,Public Improvement,156416
T-053,Pilsen Industrial Corridor,2017,Chicago Department of Transportation,Public Improvement,153496.74
T-129,Diversey/Narragansett,2017,Aldridge Electric,Public Improvement,152829.26
T-147,LaSalle Central,2018,D.B. Sterlin Consultants,Public Improvement,152592.03
T-104,River West,2018,Capitol Cement,Public Improvement,152480.41
T-116,Lawrence/Pulaski,2017,Sumit Construction Co.,Public Improvement,151886.16
T-095,Midwest,2018,EJM Engineering,Public Improvement,151483.1
T-063,Canal/Congress,2018,Chicago Department of Transportation,Public Improvement,151435.89
T-095,Midwest,2018,Kenny Construction,Public Improvement,150000
T-063,Canal/Congress,2017,Alfred Benesch,Public Improvement,146645.68
T-115,Chicago/Central Park,2017,Bigane Paving,Public Improvement,146354.95
T-095,Midwest,2018,Charles Equip Energy,Public Improvement,146254
T-053,Pilsen Industrial Corridor,2017,Christopher B. Burke,Public Improvement,145037.09
T-108,Humboldt Park Commercial,2017,Leopardo Companies,Public Improvement,143851.75
T-121,47th/Halsted,2018,John Burns Construction,Public Improvement,143081.52
T-156,Austin Commercial,2017,Anchor Mechanical,Public Improvement,141253.35
T-094,Chicago/Kingsbury,2018,Chicago Department of Transportation,Public Improvement,140807.44
T-143,63rd/Ashland,2018,CNECT LLC,Public Improvement,138750
T-106,Englewood Neighborhood,2018,Seven D Construction,Public Improvement,137717.5
